FFT Dimension (GHz),Re( S11 ),Im( S11 )
0.98210944,0.223356709,-0.35040617
0.982232768,0.222125649,-0.351264924
0.982356096,0.220891565,-0.352121264
0.982479424,0.219654545,-0.352974653
0.982602752,0.218414992,-0.353827149
0.98272608,0.217172354,-0.354676247
0.982849408,0.215926424,-0.355522841
0.982972736,0.214677855,-0.356366903
0.983096064,0.213425815,-0.357208222
0.983219392,0.212171733,-0.358047456
0.983342784,0.210914031,-0.358883977
0.983466112,0.209652871,-0.359717935
0.98358944,0.20838958,-0.360548913
0.983712768,0.207122356,-0.361377269
0.983836096,0.205852777,-0.362203777
0.983959424,0.204580188,-0.363026887
0.984082752,0.203303993,-0.363847524
0.98420608,0.202024013,-0.364664853
0.984329408,0.200741336,-0.365479529
0.984452736,0.199455753,-0.366291553
0.984576128,0.198166996,-0.367100835
0.984699456,0.196874902,-0.367907196
0.984822784,0.195579588,-0.368709981
0.984946112,0.194281429,-0.369510472
0.98506944,0.19297947,-0.370307207
0.985192768,0.191674948,-0.37110126
0.985316096,0.190366447,-0.371892095
0.985439424,0.18905431,-0.372679472
0.985562752,0.187740117,-0.373464376
0.98568608,0.186422244,-0.374245465
0.985809408,0.185100555,-0.375023037
0.9859328,0.183776259,-0.375798106
0.986056128,0.182448611,-0.376569003
0.986179456,0.181117937,-0.377337307
0.986302784,0.179783508,-0.37810111
0.986426112,0.178445682,-0.378861845
0.98654944,0.17710568,-0.379618704
0.986672768,0.175761715,-0.380372822
0.986796096,0.174414009,-0.381122798
0.986919424,0.173064724,-0.381869376
0.987042752,0.171711147,-0.382611752
0.987166144,0.170353934,-0.383350253
0.987289472,0.168994248,-0.384085327
0.9874128,0.16763173,-0.384816825
0.987536128,0.16626513,-0.385543942
0.987659456,0.164896101,-0.386267036
0.987782784,0.163523212,-0.386986464
0.987906112,0.162147939,-0.387701273
0.98802944,0.160769194,-0.388412744
0.988152768,0.159387499,-0.389119625
0.988276096,0.158003569,-0.38982296
0.988399424,0.156615734,-0.390521914
0.988522816,0.155225381,-0.391216248
0.988646144,0.153831765,-0.391905904
0.988769472,0.1524349,-0.392591894
0.9888928,0.151035845,-0.393272698
0.989016128,0.149633542,-0.393950403
0.989139456,0.14822869,-0.394622415
0.989262784,0.14682129,-0.395290732
0.989386112,0.145410404,-0.3959544
0.98950944,0.143997386,-0.396613836
0.989632768,0.142581329,-0.397268116
0.98975616,0.141163379,-0.397917777
0.989879488,0.13974224,-0.398563385
0.990002816,0.138318494,-0.399203181
0.990126144,0.136891663,-0.399839222
0.990249472,0.135463119,-0.400470227
0.9903728,0.134032279,-0.401096612
0.990496128,0.132598594,-0.401717603
0.990619456,0.131162137,-0.402334541
0.990742784,0.129723936,-0.402946025
0.990866112,0.128283784,-0.403552979
0.99098944,0.126840904,-0.404155135
0.991112832,0.125395834,-0.404751629
0.99123616,0.123949133,-0.40534398
0.991359488,0.122500241,-0.405930579
0.991482816,0.121048301,-0.406512648
0.991606144,0.119595371,-0.407089561
0.991729472,0.118139967,-0.407662004
0.9918528,0.116683282,-0.408228695
0.991976128,0.115223281,-0.408790082
0.992099456,0.113763079,-0.409346521
0.992222784,0.11230094,-0.409898609
0.992346176,0.110836461,-0.410444647
0.992469504,0.109371476,-0.410986304
0.992592832,0.107903473,-0.411521971
0.99271616,0.1064348,-0.41205287
0.992839488,0.104964659,-0.412579417
0.992962816,0.103492886,-0.413099557
0.993086144,0.102019973,-0.413615823
0.993209472,0.100545511,-0.414126307
0.9933328,0.0990701616,-0.414631516
0.993456128,0.0975928381,-0.415131956
0.993579456,0.0961149558,-0.415627122
0.993702848,0.0946353227,-0.416116893
0.993826176,0.0931547135,-0.416601032
0.993949504,0.0916738883,-0.417080909
0.994072832,0.0901913345,-0.417555362
0.99419616,0.0887082815,-0.418024659
0.994319488,0.0872241408,-0.418489128
0.994442816,0.0857392177,-0.418948263
0.994566144,0.0842531249,-0.419402033
0.994689472,0.0827670395,-0.419851154
0.9948128,0.0812803283,-0.42029497
0.994936192,0.0797927454,-0.42073366
0.99505952,0.0783042684,-0.421167672
0.995182848,0.0768160224,-0.421596706
0.995306176,0.0753266811,-0.422020704
0.995429504,0.0738370493,-0.422439873
0.995552832,0.0723465681,-0.422853529
0.99567616,0.0708563477,-0.423262268
0.995799488,0.0693660751,-0.423666477
0.995922816,0.0678748041,-0.424065977
0.996046144,0.066383101,-0.424459994
0.996169472,0.0648922771,-0.424849629
0.996292864,0.0634003878,-0.425234944
0.996416192,0.0619082488,-0.425614655
0.99653952,0.0604171343,-0.425990075
0.996662848,0.0589251444,-0.426360875
0.996786176,0.0574340038,-0.426726818
0.996909504,0.0559417568,-0.427088499
0.997032832,0.0544500723,-0.427445531
0.99715616,0.0529590957,-0.427797198
0.997279488,0.0514669418,-0.428145289
0.997402816,0.049976144,-0.428488433
0.997526208,0.048484683,-0.428826541
0.997649536,0.0469939336,-0.429161608
0.997772864,0.0455039702,-0.429491222
0.997896192,0.0440138318,-0.429817379
0.99801952,0.0425234698,-0.43013829
0.998142848,0.0410332233,-0.430455476
0.998266176,0.0395437293,-0.430768371
0.998389504,0.0380548835,-0.431076616
0.998512832,0.0365658626,-0.431381762
0.99863616,0.0350781977,-0.431681931
0.998759488,0.0335895866,-0.431978315
0.99888288,0.0321019031,-0.432270497
0.999006208,0.0306148306,-0.432559371
0.999129536,0.0291284397,-0.432843179
0.999252864,0.0276419502,-0.433124363
0.999376192,0.026156012,-0.433400452
0.99949952,0.0246707462,-0.433673829
0.999622848,0.0231861565,-0.433943033
0.999746176,0.0217013657,-0.434208095
0.999869504,0.0202175342,-0.43446961
0.999992832,0.0187334977,-0.434727728
1.00011622,0.0172506757,-0.434981734
1.00023955,0.0157674327,-0.435232937
1.00036288,0.0142856557,-0.435480148
1.00048621,0.0128037501,-0.435723454
1.00060954,0.0113223735,-0.435964018
1.00073286,0.00984113105,-0.436201155
1.00085619,0.00836060382,-0.436433673
1.00097952,0.00688070757,-0.436663985
1.00110285,0.00540130679,-0.436891198
1.00122618,0.00392197305,-0.437114209
1.00134957,0.00244311802,-0.437334329
1.0014729,0.000964613806,-0.437551707
1.00159622,-0.000514291634,-0.437765598
1.00171955,-0.00199149596,-0.437976211
1.00184288,-0.0034689866,-0.438183516
1.00196621,-0.00494644791,-0.43838793
1.00208954,-0.00642387616,-0.438589364
1.00221286,-0.00790004432,-0.438787729
1.00233619,-0.00937670004,-0.438983232
1.00245952,-0.0108528165,-0.439175576
1.00258285,-0.0123294005,-0.43936491
1.00270624,-0.0138053447,-0.439550579
1.00282957,-0.0152808428,-0.439734668
1.0029529,-0.0167569481,-0.43991518
1.00307622,-0.0182326343,-0.440092325
1.00319955,-0.0197080784,-0.440267473
1.00332288,-0.0211838502,-0.440439105
1.00344621,-0.0226594377,-0.440608621
1.00356954,-0.0241351109,-0.440774798
1.00369286,-0.0256105307,-0.440938473
1.00381619,-0.027086392,-0.441099048
1.00393958,-0.0285627861,-0.441257447
1.00406291,-0.0300379321,-0.441412359
1.00418624,-0.0315148979,-0.441564739
1.00430957,-0.0329913311,-0.441714168
1.0044329,-0.0344676375,-0.441861272
1.00455622,-0.0359453112,-0.442005157
1.00467955,-0.0374224074,-0.442147017
1.00480288,-0.0389002785,-0.442285776
1.00492621,-0.0403782837,-0.442421645
1.00504954,-0.0418566391,-0.442555159
1.00517286,-0.0433356017,-0.442685425
1.00529626,-0.0448152125,-0.442812204
1.00541958,-0.0462951623,-0.442937613
1.00554291,-0.0477755368,-0.443059862
1.00566624,-0.049256552,-0.443179607
1.00578957,-0.0507384203,-0.443295985
1.0059129,-0.0522206016,-0.443409652
1.00603622,-0.0537040941,-0.443520188
1.00615955,-0.0551881343,-0.443628907
1.00628288,-0.0566721335,-0.44373399
1.00640621,-0.0581570938,-0.443836391
1.0065296,-0.0596432202,-0.443936229
1.00665293,-0.0611297749,-0.44403255
1.00677626,-0.0626178384,-0.44412601
1.00689958,-0.0641062111,-0.444216937
1.00702291,-0.0655962527,-0.444304794
1.00714624,-0.0670860782,-0.444389999
1.00726957,-0.068577528,-0.444471568
1.0073929,-0.0700699463,-0.444550425
1.00751622,-0.0715634003,-0.444625765
1.00763955,-0.0730578601,-0.444698095
1.00776288,-0.0745533407,-0.444768369
1.00788627,-0.0760502741,-0.444833994
1.0080096,-0.077547662,-0.444897175
1.00813293,-0.0790467784,-0.444956958
1.00825626,-0.080546394,-0.445012987
1.00837958,-0.0820477232,-0.445066422
1.00850291,-0.0835497603,-0.445115954
1.00862624,-0.0850533471,-0.445162535
1.00874957,-0.086556837,-0.445205867
1.0088729,-0.0880632475,-0.445244908
1.00899622,-0.0895699188,-0.445281118
1.00911962,-0.0910776332,-0.445313841
1.00924294,-0.0925871283,-0.445342869
1.00936627,-0.0940980241,-0.445367455
1.0094896,-0.0956096649,-0.445389211
1.00961293,-0.0971225351,-0.445407033
1.00973626,-0.0986367986,-0.445420533
1.00985958,-0.100151695,-0.445430636
1.00998291,-0.10166958,-0.445437342
1.01010624,-0.103187159,-0.445439547
1.01022957,-0.104706086,-0.445438564
1.0103529,-0.106226452,-0.445432901
1.01047629,-0.107748039,-0.445423186
1.01059962,-0.109270684,-0.445410132
1.01072294,-0.110795081,-0.445392519
1.01084627,-0.112319626,-0.445370197
1.0109696,-0.113846101,-0.44534418
1.01109293,-0.115372762,-0.445313662
1.01121626,-0.116901785,-0.445278615
1.01133958,-0.118431516,-0.445239693
1.01146291,-0.119961984,-0.445196301
1.01158624,-0.121494189,-0.44514811
1.01170963,-0.123027161,-0.445096314
1.01183296,-0.124560341,-0.445039123
1.01195629,-0.126095489,-0.44497782
1.01207962,-0.127631232,-0.444911242
1.01220294,-0.129167467,-0.444840014
1.01232627,-0.130705118,-0.444764435
1.0124496,-0.132244065,-0.444684416
1.01257293,-0.133783326,-0.44459945
1.01269626,-0.135323003,-0.444509029
1.01281958,-0.136863962,-0.444414377
1.01294291,-0.138405919,-0.44431439
1.0130663,-0.139947698,-0.444209576
1.01318963,-0.141490787,-0.444099545
1.01331296,-0.143034443,-0.443984658
1.01343629,-0.144578502,-0.44386518
1.01355962,-0.146122903,-0.443740696
1.01368294,-0.147667944,-0.443609565
1.01380627,-0.149213493,-0.443474799
1.0139296,-0.15075922,-0.443334073
1.01405293,-0.152305156,-0.443188578
1.01417626,-0.153852105,-0.443037361
1.01429965,-0.155398175,-0.442881227
1.01442298,-0.15694502,-0.442719936
1.0145463,-0.158491716,-0.442552656
1.01466963,-0.160038859,-0.442380607
1.01479296,-0.161585778,-0.442202806
1.01491629,-0.163133249,-0.442020059
1.01503962,-0.16467905,-0.441831678
1.01516294,-0.166226014,-0.441637427
1.01528627,-0.167772725,-0.441438079
1.0154096,-0.169318631,-0.441233456
1.01553293,-0.170864061,-0.441022813
1.01565632,-0.172409087,-0.440807402
1.01577965,-0.173954546,-0.440586299
1.01590298,-0.1754985,-0.440358728
1.0160263,-0.177042097,-0.440126717
1.01614963,-0.178585023,-0.439888954
1.01627296,-0.180127531,-0.439645261
1.01639629,-0.181669205,-0.439397126
1.01651962,-0.18321,-0.439142108
1.01664294,-0.184749588,-0.438882738
1.01676627,-0.186288565,-0.438616723
1.01688966,-0.187826037,-0.438346207
1.01701299,-0.189363062,-0.438069582
1.01713632,-0.190898478,-0.43778798
1.01725965,-0.192432433,-0.437500119
1.01738298,-0.193965182,-0.437206715
1.0175063,-0.195497513,-0.436908603
1.01762963,-0.197027385,-0.436605096
1.01775296,-0.19855611,-0.436296254
1.01787629,-0.20008339,-0.435981184
1.01799962,-0.201608866,-0.435661435
1.01812294,-0.203133002,-0.435336262
1.01824634,-0.204655305,-0.435004741
1.01836966,-0.206176117,-0.434669554
1.01849299,-0.207694933,-0.434328049
1.01861632,-0.209211066,-0.433981001
1.01873965,-0.210726559,-0.43362996
1.01886298,-0.212238878,-0.433272928
1.0189863,-0.213749707,-0.432910621
1.01910963,-0.215258643,-0.432543129
1.01923296,-0.216764957,-0.432171583
1.01935629,-0.218268573,-0.43179369
1.01947968,-0.219770923,-0.431411803
1.01960301,-0.221270874,-0.431024551
1.01972634,-0.222768545,-0.430632174
1.01984966,-0.224262834,-0.430234849
1.01997299,-0.225755453,-0.429833382
1.02009632,-0.227245823,-0.429426253
1.02021965,-0.228732616,-0.429014593
1.02034298,-0.230217531,-0.428598642
1.0204663,-0.231699839,-0.428177774
1.02058963,-0.233179361,-0.427752197
1.02071296,-0.234655589,-0.427322388
1.02083635,-0.236129299,-0.426887661
1.02095968,-0.237601176,-0.426449627
1.02108301,-0.239069507,-0.426006168
1.02120634,-0.240534589,-0.425558656
1.02132966,-0.241997689,-0.425106794
1.02145299,-0.243457392,-0.424651146
1.02157632,-0.244914129,-0.424190909
1.02169965,-0.24636811,-0.423726648
1.02182298,-0.247818455,-0.423258483
1.0219463,-0.249266669,-0.422785968
1.0220697,-0.250711054,-0.422309637
1.02219302,-0.252152771,-0.421830118
1.02231635,-0.253591567,-0.421345681
1.02243968,-0.255027443,-0.420858324
1.02256301,-0.256459475,-0.420367628
1.02268634,-0.257888764,-0.419872552
1.02280966,-0.25931555,-0.41937387
1.02293299,-0.260738879,-0.41887185
1.02305632,-0.262158841,-0.418366909
1.02317965,-0.263575196,-0.417858332
1.02330298,-0.264989644,-0.41734609
1.02342637,-0.266400278,-0.416831076
1.0235497,-0.267807454,-0.416312814
1.02367302,-0.269212097,-0.415790856
1.02379635,-0.270613313,-0.415266693
1.02391968,-0.272011787,-0.414738327
1.02404301,-0.273406684,-0.414208531
1.02416634,-0.274798423,-0.413675308
1.02428966,-0.276187479,-0.41313827
1.02441299,-0.277573675,-0.412599891
1.02453632,-0.278955936,-0.412056893
1.02465971,-0.280335754,-0.411513269
1.02478304,-0.281712294,-0.410966367
1.02490637,-0.283086121,-0.410416752
1.0250297,-0.284457117,-0.409864843
1.02515302,-0.285825133,-0.409310311
1.02527635,-0.287189662,-0.408753246
1.02539968,-0.288551897,-0.408194065
1.02552301,-0.289910853,-0.407632142
1.02564634,-0.291267455,-0.407068521
1.02576966,-0.292620271,-0.406502187
1.02589299,-0.293971926,-0.405934364
1.02601638,-0.295319259,-0.405363858
1.02613971,-0.296664208,-0.404790908
1.02626304,-0.29800725,-0.404216945
1.02638637,-0.299347043,-0.40364027
1.0265097,-0.300684184,-0.403062016
1.02663302,-0.302018762,-0.402481586
1.02675635,-0.303351223,-0.401899487
1.02687968,-0.304680943,-0.40131554
1.02700301,-0.306008011,-0.400729924
1.02712634,-0.307333589,-0.400142103
1.02724973,-0.308656156,-0.399552852
1.02737306,-0.309975833,-0.398960829
1.02749638,-0.311294466,-0.398368537
1.02761971,-0.312610537,-0.397773832
1.02774304,-0.313924044,-0.397177935
1.02786637,-0.315235406,-0.39658013
1.0279897,-0.316544771,-0.395979941
1.02811302,-0.317852885,-0.395379186
1.02823635,-0.319157928,-0.394776374
1.02835968,-0.320461839,-0.39417243
1.02848301,-0.321763068,-0.393566638
1.0286064,-0.323063374,-0.392959297
1.02872973,-0.324361175,-0.392350435
1.02885306,-0.325657845,-0.391739905
1.02897638,-0.326952368,-0.391128212
1.02909971,-0.328245997,-0.390514642
1.02922304,-0.329537123,-0.389899224
1.02934637,-0.330827594,-0.389282852
1.0294697,-0.332116246,-0.388664454
1.02959302,-0.333403111,-0.388044834
1.02971635,-0.334689409,-0.38742274
1.02983974,-0.33597365,-0.386800528
1.02996307,-0.337256938,-0.38617602
1.0300864,-0.338539034,-0.385549903
1.03020973,-0.339819014,-0.384922117
1.03033306,-0.341099292,-0.384293169
1.03045638,-0.342377663,-0.383662283
1.03057971,-0.343655497,-0.383029938
1.03070304,-0.344931632,-0.382394731
1.03082637,-0.346206784,-0.381758958
1.0309497,-0.347481638,-0.38112098
1.03107302,-0.348755479,-0.38048172
1.03119642,-0.350028157,-0.37984091
1.03131974,-0.351300418,-0.37919718
1.03144307,-0.352571279,-0.378552586
1.0315664,-0.353841782,-0.37790522
1.03168973,-0.35511142,-0.377256721
1.03181306,-0.356380552,-0.376605213
1.03193638,-0.357649207,-0.375952899
1.03205971,-0.358917236,-0.375297755
1.03218304,-0.360184491,-0.374641001
1.03230637,-0.361451328,-0.373982012
1.03242976,-0.362717658,-0.373320997
1.03255309,-0.363983274,-0.372657806
1.03267642,-0.365248621,-0.371991605
1.03279974,-0.366513193,-0.371323824
1.03292307,-0.367777973,-0.370653063
1.0330464,-0.3690418,-0.36998114
1.03316973,-0.370305806,-0.369306087
1.03329306,-0.371568531,-0.368628353
1.03341638,-0.372831315,-0.367947936
1.03353971,-0.374093235,-0.367265135
1.03366304,-0.375355631,-0.366579682
1.03378643,-0.37661764,-0.365891367
1.03390976,-0.377878934,-0.365201205
1.03403309,-0.37913999,-0.364507347
1.03415642,-0.380400956,-0.363810897
1.03427974,-0.381660908,-0.36311236
1.03440307,-0.382921427,-0.362410426
1.0345264,-0.384180516,-0.36170429
1.03464973,-0.38544032,-0.360996187
1.03477306,-0.386699498,-0.360284775
1.03489638,-0.38795805,-0.359570235
1.03501978,-0.389216065,-0.358852386
1.0351431,-0.390473783,-0.358131289
1.03526643,-0.391730607,-0.357406676
1.03538976,-0.392987579,-0.35667941
1.03551309,-0.394244015,-0.355948061
1.03563642,-0.395499825,-0.355213165
1.03575974,-0.396755934,-0.354474664
1.03588307,-0.398010433,-0.353734106
1.0360064,-0.399264961,-0.352988154
1.03612973,-0.400519162,-0.35223949
1.03625306,-0.401771605,-0.351486862
1.03637645,-0.403024793,-0.350730181
1.03649978,-0.404276162,-0.349969983
1.0366231,-0.405527115,-0.34920603
1.03674643,-0.406777054,-0.348437726
1.03686976,-0.408026516,-0.347664982
1.03699309,-0.409275323,-0.346888721
1.03711642,-0.410522968,-0.346109003
1.03723974,-0.41176942,-0.345324814
1.03736307,-0.413015276,-0.34453699
1.0374864,-0.41425994,-0.343743622
1.03760979,-0.415503412,-0.342947215
1.03773312,-0.416745842,-0.342146993
1.03785645,-0.417987794,-0.341341764
1.03797978,-0.419227153,-0.340532124
1.0381031,-0.420465708,-0.33971855
1.03822643,-0.421703309,-0.338900864
1.03834976,-0.422938913,-0.338077992
1.03847309,-0.424173325,-0.337251395
1.03859642,-0.425406039,-0.336420298
1.03871974,-0.426636815,-0.335584611
1.03884307,-0.427867204,-0.334744364
1.03896646,-0.429094613,-0.333899438
1.03908979,-0.430320621,-0.333050519
1.03921312,-0.431544274,-0.332197517
1.03933645,-0.432766169,-0.331338793
1.03945978,-0.433986843,-0.330476493
1.0395831,-0.435204655,-0.329609215
1.03970643,-0.436420202,-0.328737289
1.03982976,-0.437634319,-0.327861339
1.03995309,-0.438845694,-0.326980561
1.04007642,-0.440054446,-0.326094955
1.04019981,-0.441260964,-0.325205535
1.04032314,-0.442465335,-0.324311703
1.04044646,-0.443666965,-0.323411971
1.04056979,-0.444865674,-0.322508395
1.04069312,-0.446061403,-0.321601003
1.04081645,-0.447255075,-0.32068783
1.04093978,-0.448445499,-0.319771588
1.0410631,-0.449633628,-0.318849355
1.04118643,-0.450818151,-0.317924023
1.04130976,-0.451999664,-0.316993862
1.04143309,-0.453178227,-0.316058576
1.04155648,-0.454353392,-0.315119714
1.04167981,-0.455525935,-0.31417644
1.04180314,-0.456694245,-0.313228726
1.04192646,-0.457859576,-0.312277019
1.04204979,-0.459021837,-0.31132111
1.04217312,-0.460180402,-0.310360491
1.04229645,-0.461334676,-0.309396267
1.04241978,-0.462485939,-0.308426976
1.0425431,-0.463633478,-0.307454526
1.04266643,-0.464777082,-0.306477666
1.04278982,-0.465916723,-0.305497199
1.04291315,-0.467052728,-0.304511845
1.04303648,-0.46818462,-0.303523868
1.04315981,-0.469312638,-0.302531153
1.04328314,-0.470436126,-0.301535338
1.04340646,-0.471555889,-0.300535351
1.04352979,-0.472672343,-0.299531579
1.04365312,-0.473782867,-0.298524261
1.04377645,-0.474890321,-0.297513455
1.04389978,-0.475993872,-0.296500295
1.0440231,-0.477092206,-0.295481414
1.0441465,-0.47818622,-0.29446134
1.04426982,-0.479275614,-0.293436885
1.04439315,-0.480361164,-0.292408675
1.04451648,-0.481442124,-0.291378558
1.04463981,-0.482518345,-0.290344864
1.04476314,-0.4835895,-0.289307296
1.04488646,-0.484656066,-0.288268059
1.04500979,-0.485718578,-0.28722471
1.04513312,-0.486776561,-0.2861799
1.04525645,-0.487829566,-0.285131603
1.04537984,-0.488878161,-0.284080714
1.04550317,-0.48992151,-0.283027649
1.0456265,-0.490960598,-0.281971633
1.04574982,-0.491994441,-0.280913144
1.04587315,-0.493023366,-0.279852629
1.04599648,-0.49404797,-0.278789341
1.04611981,-0.495067209,-0.277724355
1.04624314,-0.496082872,-0.276657313
1.04636646,-0.497092009,-0.275588453
1.04648979,-0.498098135,-0.274517745
1.04661312,-0.49909851,-0.27344355
1.04673651,-0.500093877,-0.272369504
1.04685984,-0.501084745,-0.271293044
1.04698317,-0.502070785,-0.270215094
1.0471065,-0.503051698,-0.269135088
1.04722982,-0.504028261,-0.268053859
1.04735315,-0.505000055,-0.266970485
1.04747648,-0.505967557,-0.265887797
1.04759981,-0.506928861,-0.264802873
1.04772314,-0.507886708,-0.263716042
1.04784646,-0.508839905,-0.262627751
1.04796986,-0.509788215,-0.261539251
1.04809318,-0.510731816,-0.26045087
1.04821651,-0.511670887,-0.25936082
1.04833984,-0.512604833,-0.258269191
1.04846317,-0.51353538,-0.257177442
1.0485865,-0.514460742,-0.256085426
1.04870982,-0.515381515,-0.254992127
1.04883315,-0.516298413,-0.25389865
1.04895648,-0.517210066,-0.252804488
1.04907981,-0.518118382,-0.251710266
1.04920314,-0.519021928,-0.250614941
1.04932653,-0.519921541,-0.249519616
1.04944986,-0.520817041,-0.248424903
1.04957318,-0.521707296,-0.247329801
1.04969651,-0.522593975,-0.246233881
1.04981984,-0.523477972,-0.245138898
1.04994317,-0.524356842,-0.244042605
1.0500665,-0.52523154,-0.242947236
1.05018982,-0.526103497,-0.241851851
1.05031315,-0.526970923,-0.240756065
1.05043648,-0.527834535,-0.239661053
1.05055987,-0.528695047,-0.238566205
1.0506832,-0.529551685,-0.237471476
1.05080653,-0.530404687,-0.236377105
1.05092986,-0.53125447,-0.23528327
1.05105318,-0.532100618,-0.234189868
1.05117651,-0.532943606,-0.233096153
1.05129984,-0.533783078,-0.232003704
1.05142317,-0.534619868,-0.230911329
1.0515465,-0.535453558,-0.229819
1.05166982,-0.536284089,-0.228727773
1.05179315,-0.5371117,-0.227637529
1.05191654,-0.537936151,-0.226547122
1.05203987,-0.538757801,-0.225456804
1.0521632,-0.53957665,-0.224368438
1.05228653,-0.540393233,-0.223279402
1.05240986,-0.541206956,-0.222191334
1.05253318,-0.542018771,-0.221103698
1.05265651,-0.542827249,-0.220017746
1.05277984,-0.543633759,-0.218931481
1.05290317,-0.544438243,-0.21784541
1.0530265,-0.545239866,-0.21675989
1.05314989,-0.546040118,-0.215675756
1.05327322,-0.546838045,-0.214591801
1.05339654,-0.547634184,-0.213508248
1.05351987,-0.548428178,-0.212425023
1.0536432,-0.549219966,-0.21134308
1.05376653,-0.55001086,-0.210261285
1.05388986,-0.55079937,-0.20917891
1.05401318,-0.551586211,-0.208098069
1.05413651,-0.552371562,-0.207017392
1.05425984,-0.553156018,-0.205936641
1.05438317,-0.553937733,-0.204857513
1.05450656,-0.554719627,-0.203777656
1.05462989,-0.555499136,-0.202698544
1.05475322,-0.55627799,-0.201618552
1.05487654,-0.557055116,-0.200540125
1.05499987,-0.557831109,-0.199461237
1.0551232,-0.558606505,-0.198381782
1.05524653,-0.55938071,-0.197303191
1.05536986,-0.56015414,-0.196225047
1.05549318,-0.560926378,-0.195145458
1.05561651,-0.56169796,-0.194066986
1.0557399,-0.562468231,-0.192988276
1.05586323,-0.5632388,-0.191908568
1.05598656,-0.564007342,-0.190829009
1.05610989,-0.564775825,-0.189749658
1.05623322,-0.56554389,-0.188668475
1.05635654,-0.566311002,-0.1875875
1.05647987,-0.567078114,-0.186506227
1.0566032,-0.567843676,-0.185424551
1.05672653,-0.568609893,-0.184341654
1.05684986,-0.569375038,-0.183258682
1.05697318,-0.570139527,-0.182174012
1.05709658,-0.570904136,-0.181089148
1.0572199,-0.571667969,-0.180004135
1.05734323,-0.572431684,-0.178915769
1.05746656,-0.573194623,-0.177828476
1.05758989,-0.573957324,-0.176738858
1.05771322,-0.574720025,-0.175648287
1.05783654,-0.575481653,-0.174556181
1.05795987,-0.576243937,-0.173462659
1.0580832,-0.577005625,-0.172368109
1.05820653,-0.577766359,-0.171272263
1.05832992,-0.578527093,-0.170173839
1.05845325,-0.579287291,-0.169073775
1.05857658,-0.580047309,-0.167973369
1.0586999,-0.580807507,-0.166869417
1.05882323,-0.581566751,-0.165764511
1.05894656,-0.582325637,-0.164657637
1.05906989,-0.583084583,-0.163548693
1.05919322,-0.583842874,-0.162436873
1.05931654,-0.584600091,-0.161322787
1.05943987,-0.585357249,-0.160207182
1.0595632,-0.586114228,-0.159089595
1.05968659,-0.586869717,-0.157968149
1.05980992,-0.587625921,-0.15684551
1.05993325,-0.588380218,-0.155719474
1.06005658,-0.58913511,-0.154591113
1.0601799,-0.58988893,-0.153460428
1.06030323,-0.59064126,-0.152325675
1.06042656,-0.59139353,-0.151188761
1.06054989,-0.592144787,-0.15004909
1.06067322,-0.592895389,-0.148906589
1.06079654,-0.593644857,-0.147760123
1.06091994,-0.594392478,-0.146611482
1.06104326,-0.595140159,-0.145459324
1.06116659,-0.59588623,-0.144304127
1.06128992,-0.596631527,-0.143145278
1.06141325,-0.597375274,-0.141983539
1.06153658,-0.598117292,-0.140819117
1.0616599,-0.598858237,-0.139649928
1.06178323,-0.599597931,-0.13847819
1.06190656,-0.600335836,-0.137301922
1.06202989,-0.60107249,-0.136123359
1.06215322,-0.601806998,-0.134939939
1.06227661,-0.602540195,-0.133753598
1.06239994,-0.60327059,-0.132564202
1.06252326,-0.60400027,-0.131370708
1.06264659,-0.604726672,-0.130173251
1.06276992,-0.605451822,-0.128972486
1.06289325,-0.606175244,-0.127767086
1.06301658,-0.606895626,-0.126558661
1.0631399,-0.607613206,-0.125346303
1.06326323,-0.608329773,-0.124129839
1.06338656,-0.609043181,-0.122909069
1.06350995,-0.60975343,-0.121685818
1.06363328,-0.610461235,-0.120458156
1.06375661,-0.611167014,-0.119226411
1.06387994,-0.611868203,-0.117991053
1.06400326,-0.612567723,-0.1167522
1.06412659,-0.613263845,-0.115508705
1.06424992,-0.613956213,-0.114261493
1.06437325,-0.614646435,-0.113010615
1.06449658,-0.615332365,-0.111756288
1.0646199,-0.616015434,-0.110498153
1.06474323,-0.616694868,-0.109235525
1.06486662,-0.617370903,-0.107969999
1.06498995,-0.618043125,-0.106700249
1.06511328,-0.618710935,-0.105427071
1.06523661,-0.619375706,-0.104149461
1.06535994,-0.620035648,-0.102869481
1.06548326,-0.620692134,-0.101585433
1.06560659,-0.621344507,-0.100297347
1.06572992,-0.621991515,-0.0990060717
1.06585325,-0.622635365,-0.0977116972
1.06597658,-0.623273909,-0.0964139253
1.06609997,-0.623908997,-0.0951123089
1.0662233,-0.62453872,-0.0938072056
1.06634662,-0.625163734,-0.0924995765
1.06646995,-0.625784636,-0.0911878347
1.06659328,-0.626399577,-0.0898740739
1.06671661,-0.627010763,-0.0885567293
1.06683994,-0.62761718,-0.0872372389
1.06696326,-0.628217578,-0.0859131664
1.06708659,-0.628813267,-0.0845870823
1.06720992,-0.62940383,-0.0832579434
1.06733325,-0.629989147,-0.081925936
1.06745664,-0.630568981,-0.0805928335
1.06757997,-0.631143987,-0.0792549551
1.0677033,-0.631712794,-0.0779154971
1.06782662,-0.632276654,-0.0765746385
1.06794995,-0.632834911,-0.0752313361
1.06807328,-0.633386672,-0.0738859773
1.06819661,-0.6339342,-0.0725373924
